Date_Sampled,Treatment,Lysimeter,Site,NH4,Nox,PO4,DIN
06-Jun-2017,3,15,Stn 4,0.002,0,0,0.002
06-Jun-2017,4,16,Stn 4,0.094,0,0,0.094
06-Jun-2017,4,17,Stn 4,0.012,0,0,0.012
06-Jun-2017,4,18,Stn 4,0.046,0,0,0.046
06-Jun-2017,4,20,Stn 4,0.056,0,0,0.056
06-Jul-2017,1,1,Stn 2,0.026,0.848,0,0.874
06-Jul-2017,1,2,Stn 2,0.015,0.084,0,0.099
06-Jul-2017,1,3,Stn 2,0.014,0.446,0,0.46
06-Jul-2017,1,5,Stn 2,0.003,0.015,0,0.018
06-Jul-2017,2,6,Stn 2,0.006,0.662,0,0.668
06-Jul-2017,2,7,Stn 2,0.01,0.038,0,0.048
06-Jul-2017,2,8,Stn 2,0.005,0.141,0,0.146
06-Jul-2017,3,11,Stn 4,0.017,0.119,0,0.136
06-Jul-2017,3,12,Stn 4,0.028,0.763,0,0.791
06-Jul-2017,3,13,Stn 4,0.07,0.354,0,0.424
06-Jul-2017,3,14,Stn 4,0.06,0.385,0,0.445
06-Jul-2017,3,15,Stn 4,0.003,0.02,0,0.023
06-Jul-2017,4,16,Stn 4,0.091,0,0,0.091
06-Jul-2017,4,17,Stn 4,0.053,0.254,0,0.307
06-Jul-2017,4,18,Stn 4,0.033,0.193,0,0.226
06-Jul-2017,4,20,Stn 4,0.038,0.272,0,0.31
12-Jul-2017,1,,Stn 2,0.009,0.122,0,0.131
12-Jul-2017,2,,Stn 2,,,,
12-Jul-2017,3,,Stn 4,0.027,0.147,0,0.174
12-Jul-2017,4,,Stn 4,0.049,0.082,0,0.131
09-Oct-2017,1,,Stn 2,0.032,0.17,0,0.202
09-Oct-2017,2,,Stn 2,0.007,0.003,0,0.01
09-Oct-2017,1,,Stn 4,0.005,0.051,0,0.056
09-Oct-2017,2,,Stn 4,0.002,0.007,0,0.009
25-Oct-2017,3,,Stn 2,0.078,0.006,0,0.084
25-Oct-2017,4,,Stn 2,0.046,0.013,0,0.059
21-Nov-2017,1,1,Stn 2,0.004,0,0.002,0.004
21-Nov-2017,1,2,Stn 2,0.002,0.005,0.001,0.007
21-Nov-2017,1,3,Stn 2,0,0.001,0.002,0.001
21-Nov-2017,1,5,Stn 2,0.004,0,0.002,0.004
21-Nov-2017,2,6,Stn 2,0,0.002,0.002,0.002
21-Nov-2017,2,7,Stn 2,0.002,0,0,0.002
21-Nov-2017,2,8,Stn 2,0,0.014,0,0.014
21-Nov-2017,3,11,Stn 4,0,0.001,0.001,0.001
21-Nov-2017,3,12,Stn 4,0.112,0.006,0,0.118
21-Nov-2017,3,13,Stn 4,0.003,0.003,0,0.006
21-Nov-2017,3,14,Stn 4,0.003,0.012,0,0.015
21-Nov-2017,3,15,Stn 4,0.041,0.007,0,0.048
21-Nov-2017,4,16,Stn 4,0.01,0.002,0,0.012
21-Nov-2017,4,17,Stn 4,0.003,0.004,0,0.007
21-Nov-2017,4,18,Stn 4,0,0.002,0.001,0.002
01-Dec-2017,1,1,Stn 2,0.003,0.001,0.002,0.004
01-Dec-2017,1,2,Stn 2,0.002,0.001,0,0.003
01-Dec-2017,1,3,Stn 2,0.006,0.001,0,0.007
01-Dec-2017,1,5,Stn 2,0,0,0,0
01-Dec-2017,2,6,Stn 2,0.015,0,0,0.015
01-Dec-2017,2,7,Stn 2,0,0,0,0
01-Dec-2017,2,8,Stn 2,0,0,0,0
01-Dec-2017,3,11,Stn 4,0.005,0.001,0,0.006
01-Dec-2017,3,12,Stn 4,0.041,0.001,0,0.042
01-Dec-2017,3,13,Stn 4,0.007,0.001,0,0.008
01-Dec-2017,3,14,Stn 4,0.008,0,0,0.008
01-Dec-2017,3,15,Stn 4,0.002,0.001,0,0.003
01-Dec-2017,4,16,Stn 4,0.033,0.001,0,0.034
01-Dec-2017,4,17,Stn 4,0.002,0,0,0.002
01-Dec-2017,4,18,Stn 4,0.003,0.001,0,0.004
01-Dec-2017,4,20,Stn 4,0.01,0.001,0,0.011
05-Dec-2017,1,1,Stn 2,0.008,0.001,0.001,0.009
05-Dec-2017,1,2,Stn 2,0.005,0.001,0.001,0.006
05-Dec-2017,1,3,Stn 2,0.002,0,0.001,0.002
05-Dec-2017,1,5,Stn 2,0.002,0,0.001,0.002
05-Dec-2017,2,6,Stn 2,0.018,0.001,0,0.019
05-Dec-2017,2,7,Stn 2,0.006,0,0,0.006
05-Dec-2017,2,8,Stn 2,0.006,0,0,0.006
05-Dec-2017,3,11,Stn 4,0.006,0.001,0,0.007
05-Dec-2017,3,12,Stn 4,0.188,0.002,0,0.19
05-Dec-2017,3,13,Stn 4,0.015,0.002,0,0.017
05-Dec-2017,3,14,Stn 4,0.012,0.001,0,0.013
05-Dec-2017,3,15,Stn 4,0.004,0.002,0,0.006
05-Dec-2017,4,16,Stn 4,0.035,0.002,0,0.037
05-Dec-2017,4,17,Stn 4,0.003,0.002,0,0.005
05-Dec-2017,4,18,Stn 4,0.012,0.001,0,0.013
05-Dec-2017,4,20,Stn 4,0.048,0.002,0,0.05
14-Dec-2017,1,2,Stn 2,0.009,0.002,0,0.011
14-Dec-2017,1,5,Stn 2,0.003,0,0,0.003
14-Dec-2017,2,6,Stn 2,0.016,0.001,0,0.017
14-Dec-2017,2,7,Stn 2,0.032,0.001,0,0.033
14-Dec-2017,2,8,Stn 2,0.016,0.001,0,0.017
14-Dec-2017,3,11,Stn 4,0.005,0.001,0,0.006
14-Dec-2017,3,12,Stn 4,0.315,0.001,0,0.316
14-Dec-2017,3,13,Stn 4,0.028,0.002,0.001,0.03
14-Dec-2017,3,14,Stn 4,0.019,0.002,0.002,0.021
14-Dec-2017,3,15,Stn 4,0.145,0.004,0,0.149
14-Dec-2017,4,16,Stn 4,0.033,0.002,0.002,0.035
14-Dec-2017,4,17,Stn 4,0.01,0.002,0.002,0.012
14-Dec-2017,4,18,Stn 4,0.008,0.001,0.002,0.009
14-Dec-2017,4,20,Stn 4,0.039,0.002,0.002,0.041
17-Jan-2018,1,1,Stn 2,0.016,0.076,0,0.092
17-Jan-2018,1,2,Stn 2,0.024,2.36,0,2.384
17-Jan-2018,1,3,Stn 2,0.054,0.887,0,0.941
17-Jan-2018,1,5,Stn 2,0.003,0.01,0,0.013
17-Jan-2018,2,6,Stn 2,0.04,0.69,0,0.73
17-Jan-2018,2,7,Stn 2,0.008,4.97,0,4.978
17-Jan-2018,2,8,Stn 2,0.005,1.89,0,1.895
17-Jan-2018,3,11,Stn 4 ,0.018,0.011,0,0.029
17-Jan-2018,3,12,Stn 4 ,0.021,4.1,0,4.121
17-Jan-2018,3,13,Stn 4 ,0.046,0.287,0,0.333
17-Jan-2018,3,14,Stn 4 ,0.028,0.234,0,0.262
17-Jan-2018,3,15,Stn 4 ,0.022,0.037,0,0.059
17-Jan-2018,4,16,Stn 4 ,0.044,0.006,0,0.05
17-Jan-2018,4,17,Stn 4 ,0.03,0.167,0,0.197
17-Jan-2018,4,18,Stn 4 ,0.01,0.136,0,0.146
17-Jan-2018,4,20,Stn 4 ,0.003,0.06,0,0.063
19-Jan-2018,3,11,Stn 4 ,0.002,0.007,0,0.009
19-Jan-2018,3,12,Stn 4 ,0.002,6.88,0,6.882
19-Jan-2018,3,13,Stn 4 ,0.009,1.69,0,1.699
19-Jan-2018,3,14,Stn 4 ,0.004,0.975,0,0.979
19-Jan-2018,3,15,Stn 4 ,0.003,0.212,0,0.215
19-Jan-2018,4,16,Stn 4 ,0.02,0.02,0,0.04
19-Jan-2018,4,17,Stn 4 ,0.004,0.06,0,0.064
19/01/2018,4,18,Stn 4 ,0.006,0.214,0,0.22
19/01/2018,4,20,Stn 4 ,0.002,0.492,0,0.494
